Sprint_ID,Sprint_Number,Planned_Story_Points_Sprint,Completed_Story_Points,Percent_Done,Days_Remaining_Sprint,Historical_Velocity,Blocked_Stories,Scope_Change,Success_Label,Assignee,Planned_Story_Points_Resource,Current_Assigned_SP,Historical_Avg_SP,Remaining_Days_Resource,High_Priority_Tasks_Resource,Current_Workload_Percent,Expected_Overload,Issue_ID,Issue_Type,Priority,Original_Estimate_Hours,Story_Points_Issue,Description_Issue,Resolution_Time_Hours,Total_SP_This_Sprint,Historical_Avg_SP_Burnout,High_Priority_Tasks_Burnout,Consecutive_Overloads,Risk_Flag,Summary,Description_Resource,Labels,Original_Estimate_Resource,Story_Points_Resource,Assignee_Resource,Resolution_Time_Resource
SP7678,17,47.7,41.0,85.95,4.39,27.66,0.48,8.71,0.48,Bob,33.43,35.08,43.4,7.25,2.29,95.13,0.39,ISS2916,Task,High,4.93,5.5,Write tests,7.78,31.84,48.23,0.96,1.07,0.2,Add unit tests,User request,UI,8.51,3.78,Eve,14.02
SP4888,11,25.52,17.43,68.3,3.0,51.82,1.72,6.64,0.57,Frank,41.33,23.09,49.53,9.07,2.55,85.51,0.35,ISS7481,Story,High,1.0,2.78,Fix bug,1.0,43.51,49.8,0.66,0.06,0.0,Code cleanup,User request,Feature,1.03,8.73,Alice,9.05
SP8136,24,41.65,37.95,91.12,2.78,43.64,0.66,-1.7,0.74,Carol,28.48,48.96,39.81,9.8,1.63,110.72,0.47,ISS9157,Story,Medium,5.8,4.02,Performance fix,5.2,34.12,38.48,0.53,0.17,0.05,Database migration,Tech debt,Refactor,1.0,4.27,Grace,19.15
SP4072,10,55.59,39.08,70.3,0.54,52.55,1.04,-0.52,0.61,Henry,38.39,30.03,43.47,6.79,2.91,87.28,0.37,ISS3016,Task,High,1.0,2.22,Fix bug,1.41,44.62,37.71,0.43,0.14,0.09,Refactor module,Regression fix,Backend,5.97,4.05,Henry,7.66
SP4148,5,36.3,24.66,67.93,7.09,36.93,1.21,0.91,0.61,Eve,40.15,34.2,51.27,5.52,2.71,86.22,0.4,ISS8267,Story,Low,1.18,6.26,Fix bug,4.32,43.26,45.49,1.02,0.48,0.0,Develop feature,Tech debt,Testing,1.0,5.34,Frank,12.42
SP1682,33,35.08,24.3,69.27,1.89,80.0,0.15,5.31,0.61,Henry,47.19,63.93,36.5,7.34,2.76,83.65,0.49,ISS3299,Story,High,2.02,6.17,Fix bug,4.62,38.71,43.51,0.77,0.15,0.04,Fix bug,Tech debt,UI,26.81,7.04,Grace,3.02
SP1949,16,53.27,35.32,66.3,6.55,57.97,1.62,6.14,0.51,Carol,34.95,39.27,43.18,7.63,3.29,129.8,0.44,ISS9315,Story,Low,10.67,4.37,Fix bug,9.77,36.49,44.04,0.52,0.88,0.06,Develop feature,Regression fix,Backend,4.82,5.04,Carol,5.47
SP2386,34,46.33,33.57,72.46,5.01,43.59,2.54,-2.0,0.57,Alice,38.7,32.49,26.04,6.24,0.55,98.39,0.41,ISS4059,Task,Medium,4.04,9.29,Fix bug,9.29,41.85,50.09,0.92,0.19,0.03,Code cleanup,Tech debt,Bug,2.19,5.4,Frank,14.63
SP1300,37,43.04,30.24,70.26,2.64,50.27,0.22,5.08,0.74,David,42.61,52.03,29.23,5.78,0.86,98.47,0.44,ISS9176,Task,Medium,1.13,3.71,Fix bug,3.33,29.51,47.3,0.28,0.13,0.0,Load testing,User request,Bug,2.06,5.64,Frank,16.43
SP8732,5,43.11,28.15,65.3,5.29,44.94,2.83,0.83,0.59,Carol,49.47,44.59,25.63,8.7,1.88,104.6,0.51,ISS8113,Bug,High,11.75,4.58,Write tests,18.63,40.78,52.87,1.38,1.06,0.07,Code cleanup,Regression fix,Testing,4.53,7.03,Carol,12.3
SP5022,29,53.21,47.0,88.33,4.79,36.29,1.17,1.91,0.62,Eve,40.83,32.97,33.72,8.71,1.76,95.08,0.51,ISS2822,Task,Medium,1.0,6.74,Write tests,4.47,37.71,42.96,0.72,0.03,0.05,Resolve blocker,User request,Feature,2.08,8.67,Henry,19.81
SP1539,22,52.53,35.85,68.25,7.6,31.67,0.05,5.97,0.55,Frank,43.79,45.84,40.51,4.55,2.27,70.3,0.42,ISS3038,Task,Medium,1.0,5.75,Add feature,3.58,55.57,45.03,0.19,1.48,0.17,Resolve blocker,Regression fix,Security,3.36,5.83,Eve,12.94
SP7272,27,46.44,27.18,58.53,6.99,63.19,0.75,7.04,0.55,Alice,37.47,31.86,47.59,4.11,2.14,90.42,0.27,ISS5517,Task,Low,6.1,8.87,Performance fix,8.65,45.86,37.62,0.18,0.84,0.05,Develop feature,Performance issue,Feature,10.66,4.62,Henry,16.49
SP1176,7,45.82,35.81,78.15,3.03,56.43,1.32,3.79,0.71,Henry,32.28,42.92,56.59,4.55,2.94,86.71,0.41,ISS5005,Bug,Medium,3.23,4.12,Fix bug,10.22,38.16,37.91,0.03,0.38,0.02,Resolve blocker,User request,Backend,16.41,5.95,Grace,13.18
SP8829,13,37.42,29.06,77.66,4.46,35.36,0.0,-1.03,0.74,Henry,32.3,31.61,40.42,3.21,3.02,86.59,0.39,ISS9330,Task,Low,1.0,4.64,Add feature,5.27,26.97,42.78,0.38,1.22,0.04,Add unit tests,Tech debt,Security,1.0,3.69,Eve,10.24
SP6722,27,36.36,27.23,74.89,4.7,46.03,0.66,0.53,0.7,Eve,39.09,32.59,27.3,2.0,0.71,108.39,0.41,ISS1038,Task,Low,4.39,5.91,Performance fix,7.59,43.45,37.41,1.03,1.99,0.19,Code cleanup,Critical bug,DevOps,4.3,8.12,Alice,12.59
SP2268,37,51.62,41.85,81.07,5.75,39.83,1.16,2.44,0.6,Alice,16.87,48.36,40.12,2.0,0.0,104.0,0.44,ISS2054,Story,Medium,1.58,1.94,Add feature,2.04,54.93,50.77,0.02,0.43,0.15,Fix bug,User request,Testing,4.19,6.28,Eve,10.11
SP3687,14,54.17,41.83,77.22,6.15,47.44,1.73,10.37,0.58,Henry,50.29,26.29,40.97,7.06,1.63,90.17,0.44,ISS7916,Task,Low,7.94,8.05,Refactor code,8.34,32.79,49.8,2.78,0.83,0.0,Develop feature,New module,Bug,5.6,4.16,David,12.95
SP6904,25,33.88,26.5,78.22,3.24,60.24,0.25,4.53,0.67,Frank,41.71,25.81,57.86,3.55,0.0,69.95,0.24,ISS8556,Bug,High,1.25,6.46,Update UI,6.27,34.7,39.4,0.22,3.0,0.27,Load testing,New module,DevOps,13.16,1.0,Bob,19.6
SP5490,17,57.1,40.91,71.65,5.43,38.02,0.51,-0.95,0.53,Henry,30.2,27.69,29.72,6.57,3.05,85.45,0.34,ISS6023,Bug,High,4.57,4.68,Add feature,10.48,43.3,50.88,1.3,0.65,0.11,Code cleanup,New module,DevOps,22.65,9.58,David,7.6
SP7924,30,35.04,20.71,59.1,4.88,49.95,2.99,3.69,0.53,Henry,20.2,47.15,37.55,6.31,1.64,87.97,0.44,ISS4541,Bug,Medium,6.64,5.59,Update UI,12.52,33.58,32.31,0.02,0.74,0.06,Resolve blocker,User request,Performance,4.83,5.88,Bob,12.0
SP7981,40,43.79,36.59,83.56,4.36,48.55,0.6,-0.68,0.81,Carol,19.52,29.24,50.35,8.4,2.47,121.54,0.51,ISS8982,Story,Medium,1.5,4.72,Add feature,7.13,36.66,43.74,1.21,1.78,0.1,Refactor module,Regression fix,UI,11.2,5.48,Bob,8.16
SP4768,14,48.05,36.87,76.73,2.87,38.31,0.15,7.8,0.58,Frank,34.47,39.95,36.09,5.92,0.36,103.56,0.43,ISS4137,Task,Medium,2.38,6.37,Refactor code,3.15,46.46,43.42,0.78,3.0,0.16,Refactor module,New module,Performance,8.81,6.3,Alice,11.55
SP4792,30,25.68,15.38,59.89,4.51,44.24,0.87,6.16,0.54,Henry,23.42,45.11,41.14,3.52,2.46,91.22,0.45,ISS5998,Task,Low,1.94,4.21,Fix bug,2.31,25.17,49.72,0.13,0.43,0.01,Develop feature,Regression fix,Performance,15.91,8.64,Eve,8.34
SP9931,36,44.73,31.54,70.51,6.3,54.38,1.5,5.04,0.63,Bob,36.76,33.15,34.2,5.24,0.0,111.38,0.42,ISS3421,Task,High,3.3,1.0,Fix bug,3.83,42.07,40.56,0.77,0.76,0.0,Resolve blocker,New module,Bug,7.6,4.89,David,9.56
SP4630,32,57.43,53.2,92.63,4.19,65.0,0.32,6.26,0.69,Alice,43.97,65.54,59.19,2.28,2.97,96.48,0.53,ISS9696,Bug,High,6.11,4.29,Write tests,10.77,35.02,38.4,1.96,1.42,0.21,Resolve blocker,Performance issue,Refactor,1.0,1.96,Frank,19.81
SP3414,39,47.7,27.85,58.39,6.69,64.15,0.64,9.22,0.52,Alice,41.93,52.49,44.24,3.17,3.17,86.58,0.48,ISS2412,Story,High,1.0,4.52,Performance fix,2.65,46.36,48.35,1.25,0.5,0.1,Database migration,Regression fix,Refactor,1.21,5.22,Carol,14.8
SP3578,27,47.11,42.87,91.0,4.94,55.71,0.31,9.33,0.73,Alice,43.17,25.36,30.46,9.53,0.91,86.87,0.36,ISS7231,Story,Low,5.28,8.33,Update UI,10.19,45.8,36.54,0.68,0.2,0.17,Add unit tests,Performance issue,DevOps,3.31,4.79,Carol,14.31
SP7773,3,55.64,42.14,75.74,1.01,64.06,2.07,-0.68,0.7,Alice,42.95,41.07,28.63,7.89,3.69,105.0,0.53,ISS9516,Task,High,2.21,2.58,Fix bug,2.97,48.47,31.3,0.1,0.81,0.14,API integration,Critical bug,DevOps,2.37,4.96,Alice,7.25
SP6328,25,43.41,32.41,74.66,8.33,51.91,0.64,6.36,0.61,Alice,53.39,65.8,33.9,8.41,3.43,98.08,0.54,ISS8176,Story,High,1.17,1.25,Refactor code,1.49,38.61,34.87,3.0,0.19,0.21,Develop feature,User request,Security,1.09,4.32,Eve,15.41
SP7969,3,38.33,32.99,86.07,5.06,46.69,0.58,-0.92,0.76,David,31.17,43.91,33.49,8.36,1.08,87.89,0.47,ISS4088,Task,Low,5.85,1.41,Update UI,5.03,38.82,35.02,0.04,0.11,0.01,Develop feature,Tech debt,Testing,1.0,2.66,Frank,13.27
SP4706,10,20.0,10.86,54.3,7.57,48.5,0.82,7.77,0.45,Frank,47.35,58.71,39.19,4.76,2.01,95.9,0.49,ISS1748,Story,Low,1.82,5.16,Fix bug,3.31,41.45,51.64,1.1,0.01,0.01,Database migration,Critical bug,Feature,2.55,4.06,Grace,12.92
SP9307,38,30.77,27.24,88.53,6.54,64.73,1.17,3.18,0.73,Alice,38.06,38.0,50.19,6.59,2.69,108.82,0.49,ISS7335,Task,Medium,6.74,8.35,Performance fix,10.2,37.03,39.87,0.1,0.52,0.01,Develop feature,New module,Performance,10.87,3.87,Alice,9.08
SP3272,2,46.54,30.59,65.73,3.75,55.51,0.0,6.04,0.51,Grace,41.28,44.65,38.67,6.12,3.5,103.03,0.54,ISS8749,Task,High,6.75,6.1,Write tests,10.69,54.08,43.7,0.23,0.65,0.01,Database migration,New module,DevOps,1.0,9.56,Carol,10.54
SP2303,4,56.62,45.18,79.8,4.4,56.65,1.13,1.63,0.57,Grace,33.65,41.47,38.67,4.83,2.69,130.75,0.65,ISS9621,Bug,Medium,15.96,10.35,Write tests,27.48,42.96,49.9,1.99,3.0,0.2,Develop feature,Critical bug,Testing,1.0,7.75,Henry,18.81
SP3443,40,35.58,25.33,71.19,1.89,33.8,0.6,-2.0,0.66,Alice,25.94,60.24,36.39,5.56,2.69,117.63,0.63,ISS1581,Bug,Medium,2.17,3.29,Add feature,2.95,44.12,48.35,0.32,1.45,0.1,Resolve blocker,Critical bug,DevOps,3.95,6.43,Alice,7.67
SP3267,11,41.0,30.87,75.29,1.63,42.62,0.75,3.67,0.72,Eve,30.3,34.04,35.45,5.91,3.08,122.56,0.46,ISS5299,Bug,Low,6.77,4.69,Fix bug,9.52,22.7,44.09,0.74,1.6,0.14,Load testing,Performance issue,UI,1.0,7.2,Eve,12.4
SP8145,28,62.9,45.45,72.26,4.06,49.92,0.01,0.85,0.71,Frank,37.93,44.54,39.16,7.66,3.23,120.75,0.6,ISS3136,Task,Medium,4.31,5.04,Fix bug,6.97,31.77,42.5,0.17,2.17,0.1,Load testing,User request,Performance,8.78,7.0,Alice,14.42
SP9252,13,57.13,47.39,82.95,5.04,41.74,1.89,9.06,0.56,Alice,32.69,37.98,27.39,9.65,0.0,115.34,0.44,ISS8901,Task,Medium,2.57,2.43,Write tests,1.65,50.43,50.25,0.44,0.1,0.0,Develop feature,Regression fix,Backend,10.97,10.93,Eve,8.56
SP3463,10,40.31,30.96,76.8,6.51,28.36,1.02,13.09,0.45,Bob,44.3,49.05,41.08,6.42,3.67,100.63,0.47,ISS5274,Bug,High,1.0,7.03,Fix bug,5.32,42.94,43.01,0.18,1.7,0.06,Resolve blocker,Performance issue,Refactor,2.04,5.57,Grace,9.32
SP4699,5,39.17,26.39,67.37,1.77,32.2,0.31,-2.0,0.59,Alice,34.53,60.65,30.85,7.39,1.04,100.28,0.54,ISS9391,Story,High,1.0,6.55,Update UI,4.35,37.47,49.3,1.29,0.13,0.07,Resolve blocker,New module,Bug,4.75,7.76,Frank,4.17
SP9537,33,65.62,63.21,96.33,6.52,63.06,0.49,3.98,0.83,Bob,39.63,36.21,25.51,7.29,2.54,95.81,0.51,ISS1744,Bug,High,5.07,8.33,Update UI,13.34,41.24,44.2,0.03,0.28,0.04,Fix bug,Performance issue,Bug,1.07,4.87,Eve,13.82
SP7024,9,40.94,26.82,65.51,8.15,42.05,2.02,0.03,0.52,David,42.17,45.78,35.44,7.12,1.92,89.0,0.44,ISS7971,Bug,High,2.64,2.71,Update UI,5.59,38.81,41.6,2.75,0.76,0.12,Code cleanup,Tech debt,Testing,2.16,6.3,Carol,10.55
SP1449,33,59.43,54.89,92.36,2.58,54.11,0.45,4.71,0.74,Bob,42.52,21.54,17.08,3.18,1.37,111.38,0.47,ISS7180,Task,Medium,1.0,7.82,Write tests,9.22,46.43,36.48,1.76,0.59,0.23,Refactor module,Regression fix,Bug,5.5,6.22,Grace,10.88
SP5157,37,43.18,28.21,65.33,4.21,45.98,0.33,2.52,0.56,Eve,25.29,33.54,30.59,4.4,2.36,109.82,0.4,ISS8139,Story,Medium,1.0,6.01,Fix bug,3.71,41.4,46.21,0.69,0.19,0.0,Resolve blocker,New module,Security,1.86,6.01,David,6.75
SP4670,40,74.14,60.86,82.09,2.77,66.04,0.51,3.59,0.63,Frank,27.67,51.17,44.97,2.72,1.68,77.56,0.27,ISS4628,Bug,Medium,1.0,8.15,Performance fix,1.0,43.68,61.74,0.34,1.5,0.0,Refactor module,New module,Backend,2.09,4.1,Henry,10.55
SP2770,21,47.32,41.39,87.47,0.69,58.86,0.07,1.94,0.66,Henry,35.28,52.16,32.29,4.9,0.85,96.41,0.46,ISS1613,Story,Low,12.11,2.92,Write tests,13.19,40.83,38.77,0.63,2.87,0.09,API integration,Regression fix,UI,4.11,5.61,Carol,18.23
SP3658,38,66.29,60.52,91.3,2.14,47.22,0.49,3.1,0.61,David,34.2,46.96,50.14,6.58,1.12,85.06,0.29,ISS4185,Story,High,5.63,7.41,Update UI,10.93,42.36,42.63,0.7,1.54,0.14,Update UI,User request,Refactor,3.32,6.58,Eve,11.57
SP4837,37,52.77,33.85,64.15,0.81,48.89,4.92,4.5,0.54,Alice,35.36,48.38,35.04,5.26,1.01,71.86,0.24,ISS9500,Bug,Medium,5.56,5.04,Write tests,8.74,32.97,37.23,0.55,0.59,0.0,Resolve blocker,Tech debt,DevOps,12.36,7.38,Bob,13.49
SP5708,2,59.66,33.83,56.7,9.04,59.85,1.52,7.59,0.61,Alice,36.2,47.7,37.92,4.93,2.3,97.83,0.37,ISS4703,Bug,Medium,1.67,8.84,Write tests,5.94,54.59,32.5,1.1,1.67,0.32,API integration,User request,Refactor,6.01,6.88,Frank,3.56
SP9052,38,31.9,19.59,61.41,4.57,42.62,2.58,-2.0,0.59,Frank,44.84,35.43,42.55,7.87,4.49,78.57,0.45,ISS3600,Task,Medium,2.19,2.25,Refactor code,2.48,32.31,31.47,0.18,0.19,0.01,Add unit tests,User request,Feature,7.62,6.96,Eve,7.07
SP6340,27,26.61,20.34,76.44,1.55,48.54,0.13,8.52,0.56,Frank,48.14,41.26,49.91,8.02,2.91,68.6,0.32,ISS7848,Story,High,2.0,4.34,Write tests,2.99,42.3,40.38,2.96,0.58,0.17,Update UI,New module,DevOps,2.51,5.01,Alice,15.67
SP1219,5,65.7,43.08,65.57,6.65,52.29,1.06,7.2,0.52,Grace,35.0,10.63,45.47,6.13,0.35,106.64,0.36,ISS6442,Bug,Low,2.71,3.21,Performance fix,1.89,40.46,41.19,0.47,0.11,0.08,Develop feature,Critical bug,Performance,7.33,1.0,Grace,5.09
SP3055,34,34.83,20.47,58.77,4.13,46.29,0.48,6.94,0.51,Carol,30.2,58.07,49.63,7.29,2.06,122.42,0.47,ISS1562,Bug,High,1.0,1.0,Fix bug,4.64,45.63,45.09,0.17,0.43,0.0,API integration,Performance issue,Performance,3.68,6.12,Henry,16.38
SP9419,31,38.36,32.67,85.17,0.82,46.29,2.23,0.83,0.56,Henry,45.77,42.97,44.4,4.9,2.07,79.8,0.5,ISS2757,Task,High,9.15,4.32,Add feature,13.53,27.86,36.91,1.24,1.91,0.11,Refactor module,New module,Refactor,6.73,1.99,Alice,12.79
SP9040,4,50.47,44.85,88.86,5.14,53.62,1.11,-2.0,0.68,Carol,39.55,43.13,35.62,8.42,2.88,121.38,0.52,ISS4123,Task,High,6.27,5.66,Performance fix,11.97,37.43,37.84,0.11,0.14,0.01,Code cleanup,Regression fix,Backend,1.0,5.56,Carol,5.31
SP5944,16,42.66,29.21,68.47,4.44,57.85,1.08,3.69,0.6,Bob,35.02,35.62,45.62,5.54,3.17,100.89,0.56,ISS1104,Bug,Medium,7.27,7.5,Write tests,13.45,33.9,49.16,0.11,1.7,0.05,Refactor module,Performance issue,Backend,1.0,6.26,Grace,4.77
SP6871,10,44.87,40.59,90.46,4.2,51.01,1.05,-0.3,0.64,Alice,40.39,52.75,43.95,8.57,3.33,105.03,0.49,ISS9849,Bug,High,1.0,7.22,Add feature,5.05,40.1,46.2,2.29,1.3,0.09,Refactor module,Performance issue,Refactor,2.92,5.0,Bob,13.19
SP4032,35,20.0,8.04,40.2,4.3,42.24,1.56,8.02,0.51,Frank,21.9,56.98,34.89,9.02,2.83,112.51,0.53,ISS7843,Task,High,10.15,7.49,Refactor code,15.96,37.82,50.37,1.1,1.17,0.12,Code cleanup,Tech debt,Security,4.94,4.98,Alice,14.4
SP2453,2,41.01,33.63,82.0,4.06,59.82,0.01,5.31,0.76,Alice,30.09,31.01,59.76,4.73,0.07,111.5,0.35,ISS3006,Bug,Low,1.43,1.0,Fix bug,2.01,42.21,31.5,0.27,1.65,0.19,Develop feature,Performance issue,Security,3.87,2.85,Bob,15.24
SP1052,8,35.55,22.76,64.02,9.26,25.47,0.1,9.34,0.58,Eve,53.24,39.73,21.9,6.36,0.45,117.93,0.53,ISS6653,Task,Medium,5.31,7.13,Fix bug,9.87,36.56,36.52,1.25,0.05,0.02,API integration,New module,Testing,1.47,7.64,Carol,14.15
SP5095,3,32.55,20.95,64.36,3.37,68.26,0.57,-0.76,0.72,Eve,35.02,28.04,33.81,4.97,3.15,94.63,0.36,ISS7621,Story,Low,2.65,7.09,Refactor code,6.56,53.82,51.46,0.31,0.02,0.0,API integration,Tech debt,Backend,4.47,9.47,Grace,9.5
SP6110,5,32.02,23.43,73.17,1.95,53.88,1.08,4.19,0.71,Grace,25.68,25.88,37.73,7.77,0.0,84.75,0.41,ISS8279,Story,Medium,14.45,3.63,Update UI,16.47,49.76,32.76,3.0,1.73,0.32,Improve performance,Tech debt,Testing,6.79,4.95,Grace,11.65
SP9314,36,43.9,37.13,84.58,4.66,37.65,0.01,4.41,0.64,Henry,39.21,47.78,28.2,5.57,1.05,92.39,0.36,ISS3210,Story,Medium,1.0,6.18,Write tests,1.0,38.86,35.66,0.0,0.48,0.07,Code cleanup,Critical bug,Testing,27.77,5.27,Frank,14.41
SP7415,28,25.88,21.72,83.93,8.01,55.17,0.35,4.6,0.67,Eve,34.99,52.39,52.15,8.05,1.5,115.43,0.44,ISS3146,Bug,Low,1.0,6.3,Refactor code,5.37,54.16,51.3,1.39,0.05,0.02,Add unit tests,Tech debt,UI,9.12,4.15,Carol,15.83
SP9319,28,47.98,42.27,88.1,6.8,37.07,0.44,-2.0,0.67,Grace,42.18,55.0,30.84,9.28,1.23,132.08,0.58,ISS4911,Task,High,5.39,3.52,Fix bug,8.18,51.97,50.48,3.0,0.45,0.13,Update UI,User request,Testing,2.18,6.36,Grace,9.81
SP1127,7,47.61,38.95,81.81,4.41,60.25,1.33,-2.0,0.71,Grace,36.93,36.63,42.56,4.29,2.79,119.94,0.61,ISS8471,Story,High,3.15,3.65,Refactor code,7.92,38.76,35.26,0.22,1.32,0.08,Refactor module,Regression fix,Performance,9.03,3.05,Frank,14.52
SP6973,2,54.65,46.63,85.32,5.65,36.78,1.02,-0.41,0.67,David,49.95,37.46,36.6,6.15,2.7,81.95,0.36,ISS6452,Bug,Low,13.44,3.86,Fix bug,13.66,25.25,42.57,0.2,0.13,0.0,API integration,Tech debt,DevOps,8.39,7.36,David,10.36
SP3319,22,20.09,15.53,77.3,3.07,47.5,0.31,-2.0,0.68,Frank,36.8,48.98,38.45,4.78,3.08,113.97,0.56,ISS4641,Task,Low,1.0,4.92,Fix bug,3.01,48.08,32.19,0.75,1.36,0.19,Database migration,Regression fix,Backend,6.78,6.62,Bob,5.55
SP4624,9,29.05,18.96,65.27,7.05,30.82,1.18,-0.39,0.58,Eve,47.42,48.23,31.44,6.17,1.09,101.99,0.44,ISS7060,Bug,Medium,6.43,2.5,Update UI,12.12,37.91,49.21,0.77,3.0,0.11,Database migration,Regression fix,Refactor,1.0,3.59,Frank,13.16
SP6037,4,26.85,20.09,74.82,8.68,42.98,2.17,1.28,0.54,Carol,35.81,51.47,46.62,8.72,3.4,113.07,0.56,ISS5291,Story,High,1.0,3.78,Write tests,5.46,39.03,33.8,2.75,1.79,0.26,Update UI,Critical bug,Bug,18.16,4.82,David,17.38
SP5272,8,52.06,32.76,62.93,3.98,54.32,1.34,-0.65,0.59,David,45.82,51.83,54.73,8.82,2.48,91.18,0.51,ISS1472,Task,Medium,1.0,4.86,Refactor code,1.0,49.68,45.34,0.06,0.99,0.21,Refactor module,New module,Feature,3.64,1.69,David,16.14
SP8024,28,48.45,39.09,80.68,4.12,72.51,0.85,0.76,0.65,Alice,34.71,61.2,40.9,5.84,2.96,84.95,0.46,ISS3384,Task,Low,6.54,8.21,Fix bug,4.62,41.4,40.45,2.26,0.21,0.06,API integration,Regression fix,Bug,11.47,5.24,David,10.49
SP7426,31,48.22,43.79,90.81,6.34,49.8,0.5,3.85,0.81,Henry,31.2,54.21,47.29,3.58,1.72,96.18,0.44,ISS2411,Task,High,2.27,4.61,Refactor code,6.16,37.62,25.04,1.16,0.31,0.26,Database migration,Performance issue,Bug,1.0,6.44,Eve,13.01
SP7814,10,20.0,8.49,42.45,3.0,41.62,1.82,10.35,0.42,Eve,33.69,52.77,43.13,7.71,2.21,122.39,0.62,ISS5379,Story,High,18.85,1.68,Performance fix,28.14,34.8,40.5,0.38,0.91,0.0,Develop feature,Critical bug,Feature,2.71,6.84,Eve,11.9
SP2686,23,51.79,40.45,78.1,2.88,63.24,1.19,1.39,0.68,Frank,31.16,37.51,35.09,7.02,2.11,81.03,0.46,ISS4987,Task,Low,17.4,8.23,Refactor code,11.96,46.17,40.81,1.23,0.73,0.1,Improve performance,Performance issue,Security,5.63,2.49,Eve,8.59
SP1950,9,65.63,58.9,89.75,5.0,31.07,0.02,-2.0,0.63,Eve,45.16,65.74,44.12,3.02,1.92,102.3,0.51,ISS1976,Story,Medium,1.0,5.55,Refactor code,4.08,23.05,34.96,0.02,0.94,0.01,Add unit tests,Regression fix,Feature,5.14,5.56,Alice,8.99
SP7243,1,59.2,43.84,74.05,1.96,63.13,2.46,5.16,0.55,Henry,34.6,34.16,49.66,2.0,1.5,116.52,0.46,ISS1928,Task,Medium,4.83,4.25,Performance fix,5.71,31.87,46.32,0.81,1.82,0.09,Update UI,User request,UI,5.77,5.23,Henry,10.37
SP9373,9,40.31,32.52,80.67,5.98,33.35,1.01,1.11,0.67,David,31.14,24.55,46.85,4.85,2.43,82.02,0.25,ISS4426,Story,High,7.38,3.75,Refactor code,8.28,45.46,47.12,3.0,3.0,0.2,Security patch,Regression fix,Feature,8.74,7.98,Bob,7.41
SP9027,27,44.39,35.08,79.03,0.44,39.16,0.68,7.97,0.54,Eve,23.01,43.76,34.02,9.47,0.42,114.76,0.55,ISS7973,Story,Low,6.55,7.72,Fix bug,7.63,56.88,44.98,3.0,0.66,0.14,Refactor module,Tech debt,DevOps,4.24,6.75,Bob,11.95
SP8272,34,50.9,33.9,66.6,3.67,78.26,1.35,6.13,0.57,Alice,31.68,40.59,49.16,4.0,2.25,116.3,0.56,ISS3261,Task,High,10.39,3.41,Write tests,11.84,42.54,41.35,1.03,0.34,0.11,API integration,New module,Performance,5.87,9.69,Carol,10.14
SP7843,6,52.9,40.31,76.2,1.54,44.51,0.12,-1.16,0.54,Carol,52.15,38.62,38.54,6.7,2.44,100.63,0.45,ISS8047,Bug,Medium,3.57,5.55,Refactor code,7.07,39.93,45.8,0.49,2.54,0.08,Add unit tests,Tech debt,Bug,2.49,6.5,Carol,10.97
SP9089,40,50.73,41.91,82.61,4.8,48.23,1.06,4.77,0.69,Eve,38.05,52.81,30.69,4.83,4.45,105.11,0.54,ISS1315,Task,High,9.49,6.72,Fix bug,15.41,29.42,36.64,0.11,1.3,0.09,Improve performance,Critical bug,UI,6.22,3.78,Alice,13.21
SP9287,5,36.8,30.34,82.45,3.9,34.82,0.76,5.9,0.65,David,29.95,49.45,42.17,7.32,0.93,84.5,0.3,ISS3348,Task,Medium,4.69,5.03,Write tests,5.06,35.42,26.09,0.79,2.55,0.13,Add unit tests,User request,Backend,2.97,7.74,Alice,10.85
SP1140,33,29.44,16.62,56.45,3.87,49.35,0.64,6.89,0.45,Frank,35.27,44.72,31.88,6.55,3.74,93.44,0.38,ISS5642,Story,High,2.04,5.31,Performance fix,5.09,47.51,36.51,0.02,0.16,0.14,Refactor module,New module,Feature,6.03,7.84,David,7.36
SP1588,31,33.29,27.16,81.59,1.43,39.45,2.55,5.08,0.72,Frank,42.12,22.17,44.61,4.28,0.46,90.39,0.33,ISS8456,Bug,Low,5.19,4.32,Fix bug,8.4,48.03,42.3,2.48,0.02,0.1,Fix bug,New module,Testing,1.0,4.95,Bob,10.48
SP2868,32,49.17,37.38,76.02,4.92,50.95,1.35,2.63,0.62,Alice,37.74,50.9,31.31,6.1,3.5,98.16,0.52,ISS9677,Bug,High,1.0,5.93,Fix bug,4.82,50.84,32.81,0.54,1.18,0.32,Code cleanup,Regression fix,Refactor,5.01,8.78,Bob,11.67
SP5175,37,25.21,19.24,76.32,3.78,37.06,1.27,7.39,0.74,Frank,34.18,21.46,41.36,6.84,4.5,88.42,0.39,ISS3963,Bug,Medium,3.52,4.51,Refactor code,6.92,30.07,37.6,0.31,1.1,0.08,Database migration,Critical bug,Backend,1.14,9.65,Alice,10.49
SP3748,31,61.9,50.63,81.79,5.96,54.46,1.33,3.62,0.53,Carol,41.01,36.21,41.48,4.9,3.44,145.0,0.62,ISS1882,Task,High,2.52,2.05,Update UI,1.0,33.85,49.26,0.77,0.39,0.1,Improve performance,New module,Backend,20.83,9.71,Grace,13.49
