Sprint_ID,Sprint_Number,Planned_Story_Points_Sprint,Completed_Story_Points,Percent_Done,Days_Remaining_Sprint,Historical_Velocity,Blocked_Stories,Scope_Change,Success_Label,Assignee,Planned_Story_Points_Resource,Current_Assigned_SP,Historical_Avg_SP,Remaining_Days_Resource,High_Priority_Tasks_Resource,Current_Workload_Percent,Expected_Overload,Issue_ID,Issue_Type,Priority,Original_Estimate_Hours,Story_Points_Issue,Description_Issue,Resolution_Time_Hours,Total_SP_This_Sprint,Historical_Avg_SP_Burnout,High_Priority_Tasks_Burnout,Consecutive_Overloads,Risk_Flag,Summary,Description_Resource,Labels,Original_Estimate_Resource,Story_Points_Resource,Assignee_Resource,Resolution_Time_Resource
SP4524,40,31.52,19.09,60.56,0.82,69.19,2.91,8.86,0.54,Bob,47.71,59.49,33.62,9.43,2.06,136.53,0.5,ISS4297,Story,High,7.49,9.69,Write tests,25.95,28.03,30.46,1.13,3.3,0.22,Code cleanup,Regression fix,Performance,7.48,5.78,Carol,23.49
SP4504,28,43.87,31.91,72.74,-0.61,37.42,1.61,3.35,0.61,Bob,39.95,49.13,23.75,1.3,2.98,133.55,0.53,ISS8055,Task,Medium,1.61,6.01,Fix bug,5.71,36.8,33.32,5.21,4.53,0.44,Database migration,User request,Performance,3.48,3.3,Bob,18.09
SP9998,12,33.66,26.87,79.83,5.17,38.42,1.91,2.69,0.68,Frank,23.05,54.84,33.83,6.6,0.0,129.23,0.44,ISS2383,Task,Medium,1.14,4.32,Refactor code,1.0,61.39,44.68,1.93,3.18,0.32,Code cleanup,Tech debt,DevOps,3.22,7.08,Grace,18.33
SP6989,27,68.3,52.19,76.41,5.49,81.16,5.16,8.1,0.46,Grace,47.28,68.79,20.5,6.59,5.83,194.85,0.8,ISS4996,Task,Medium,1.04,6.21,Refactor code,1.85,34.6,37.89,2.84,5.23,0.29,Develop feature,Tech debt,DevOps,1.34,5.68,Eve,17.04
SP3666,30,32.25,15.32,47.5,1.74,42.68,1.51,2.47,0.44,Bob,39.63,59.25,52.29,7.66,3.1,127.41,0.37,ISS1014,Task,Medium,1.0,8.22,Refactor code,1.0,49.47,41.64,1.23,8.0,0.5,Add unit tests,Regression fix,Feature,1.6,6.58,Grace,13.13
SP9596,34,36.62,10.0,27.31,2.67,65.2,3.35,4.6,0.22,Grace,63.37,77.65,37.75,5.45,4.27,152.56,0.59,ISS2674,Task,High,1.0,3.86,Update UI,1.06,29.64,35.31,2.38,3.58,0.21,Develop feature,Tech debt,Testing,7.15,7.06,Bob,18.26
SP8140,37,72.78,34.94,48.01,8.8,42.1,4.21,5.17,0.14,Henry,20.44,52.81,22.22,5.98,0.0,130.87,0.5,ISS6099,Bug,High,8.91,4.74,Performance fix,18.79,40.95,35.38,1.0,6.72,0.51,Fix bug,New module,Backend,3.29,1.0,Bob,10.21
SP9785,6,46.05,38.9,84.47,-0.13,55.85,2.35,3.11,0.68,Eve,56.29,24.11,41.88,4.19,0.46,131.36,0.33,ISS4617,Story,High,13.27,8.16,Update UI,30.86,35.28,33.52,1.39,1.42,0.14,API integration,New module,Backend,5.31,9.7,Bob,20.45
SP7895,7,56.32,27.86,49.47,0.88,47.96,0.38,0.75,0.55,Grace,46.91,47.97,50.56,5.66,0.08,154.17,0.36,ISS9099,Task,Medium,2.29,8.48,Fix bug,12.38,53.81,32.52,1.32,1.89,0.4,Add unit tests,Regression fix,Feature,8.1,10.03,Carol,27.96
SP5107,32,56.97,35.4,62.14,5.83,60.74,1.89,7.63,0.55,Eve,40.71,62.97,47.67,3.38,4.54,165.12,0.61,ISS7557,Story,Medium,3.32,2.29,Fix bug,7.38,30.88,20.9,0.89,2.8,0.27,Resolve blocker,Regression fix,Backend,27.86,8.61,Alice,19.3
SP4280,32,28.18,8.87,31.48,4.35,60.66,1.75,0.65,0.3,Frank,64.58,86.64,50.48,6.32,1.55,109.96,0.5,ISS6474,Task,Medium,1.0,6.79,Update UI,9.02,25.58,33.71,3.48,2.07,0.23,Resolve blocker,Performance issue,Backend,9.19,8.84,Henry,18.64
SP3212,25,62.04,54.37,87.64,3.8,40.08,1.38,-2.65,0.66,Henry,56.35,68.03,35.12,5.45,3.54,119.52,0.57,ISS2480,Bug,Medium,5.3,9.34,Refactor code,17.66,53.4,41.03,1.92,5.48,0.28,Security patch,Critical bug,DevOps,12.67,2.3,Eve,12.75
SP9078,33,59.2,38.03,64.24,-0.64,61.25,3.62,4.29,0.63,Frank,35.19,28.47,46.1,5.18,3.02,156.03,0.38,ISS8698,Bug,High,1.0,1.0,Update UI,6.31,37.06,29.95,1.27,5.1,0.41,Resolve blocker,New module,Feature,9.61,9.71,Alice,12.99
SP8601,7,59.79,37.46,62.65,1.13,32.86,1.18,5.66,0.44,Alice,32.88,76.63,37.77,5.02,2.04,126.71,0.51,ISS4046,Bug,Low,3.8,9.13,Fix bug,13.57,46.24,28.98,0.27,0.84,0.22,Add unit tests,Critical bug,Refactor,1.0,5.81,Frank,10.95
SP1613,12,39.82,22.82,57.31,3.07,75.89,2.54,6.15,0.6,Henry,55.83,47.32,48.87,0.22,4.11,130.16,0.4,ISS8363,Story,Low,1.31,11.48,Write tests,7.21,34.48,45.23,0.56,8.0,0.24,Fix bug,Critical bug,Refactor,1.7,3.61,David,12.9
SP1868,16,54.3,19.87,36.59,9.69,55.39,1.47,5.44,0.37,Carol,57.57,44.2,36.31,7.2,1.39,136.91,0.4,ISS6957,Bug,Medium,4.44,6.97,Add feature,11.95,28.83,41.84,0.93,3.63,0.18,Security patch,New module,Bug,14.27,8.23,David,14.61
SP1811,16,47.41,40.06,84.5,2.41,10.0,0.99,2.85,0.37,Frank,38.06,33.54,46.39,4.19,2.39,128.94,0.34,ISS5210,Story,Low,23.42,3.22,Update UI,24.04,30.29,39.42,3.79,0.8,0.17,Security patch,Performance issue,Feature,1.08,6.43,Frank,19.9
SP5862,36,51.4,20.0,38.91,-0.45,30.37,3.7,7.3,0.03,Henry,57.59,51.87,37.31,5.53,2.0,133.02,0.42,ISS6471,Bug,High,1.44,6.6,Refactor code,1.43,26.6,22.7,1.43,1.95,0.27,Improve performance,Critical bug,UI,12.98,8.68,Henry,24.61
SP5177,13,38.34,13.26,34.59,2.67,60.27,2.13,3.42,0.44,Carol,64.47,41.02,39.52,5.85,1.18,166.48,0.43,ISS1975,Bug,High,1.0,5.9,Refactor code,7.58,34.78,41.36,0.67,2.55,0.06,Database migration,New module,Security,2.48,11.74,Henry,19.56
SP2744,7,47.15,16.59,35.19,1.85,64.41,0.53,3.25,0.48,Carol,52.0,69.45,37.56,1.76,2.04,155.55,0.59,ISS2685,Bug,Medium,2.36,1.37,Fix bug,3.4,50.41,26.05,3.17,2.13,0.49,Code cleanup,Performance issue,Refactor,10.58,5.17,Bob,13.84
SP3256,36,64.65,19.08,29.51,5.73,44.14,5.67,-4.41,0.18,Grace,53.2,46.82,38.83,4.44,1.43,147.97,0.41,ISS3083,Bug,High,1.0,1.0,Update UI,1.0,58.9,25.64,1.0,3.63,0.66,Fix bug,User request,Refactor,12.68,6.41,Henry,5.29
SP8612,9,21.11,14.01,66.37,-3.0,52.36,1.0,1.89,0.6,David,64.9,37.87,34.29,0.0,4.03,111.0,0.32,ISS2686,Task,Medium,1.07,2.81,Write tests,3.8,30.46,37.25,1.42,1.61,0.07,Develop feature,New module,UI,1.0,8.6,Eve,4.49
SP9713,32,44.51,31.83,71.51,1.96,60.88,3.2,-2.47,0.44,Henry,45.25,66.05,48.46,4.31,1.77,122.19,0.44,ISS5158,Task,High,1.0,1.0,Performance fix,1.85,46.48,34.55,1.36,2.2,0.37,Add unit tests,Performance issue,Backend,4.16,5.52,Grace,16.26
SP8196,11,59.58,21.81,36.61,8.28,69.67,0.6,12.29,0.41,Eve,52.19,40.23,38.37,5.8,3.46,140.62,0.42,ISS7809,Bug,Low,6.78,4.27,Performance fix,7.04,37.9,35.22,0.38,2.99,0.12,Resolve blocker,User request,Bug,1.13,6.22,Alice,7.12
SP6423,8,33.68,19.63,58.28,5.87,63.62,1.28,7.04,0.52,Eve,41.94,49.59,33.56,4.83,1.17,157.64,0.43,ISS9700,Task,Low,2.96,3.33,Add feature,5.13,30.82,32.92,5.51,3.97,0.31,Database migration,Critical bug,Bug,1.0,12.22,Frank,18.04
SP6089,33,56.01,20.21,36.08,4.19,41.59,6.65,10.26,0.16,Grace,42.95,75.07,48.27,3.01,2.32,193.08,0.52,ISS1187,Task,Low,4.36,3.72,Update UI,3.95,49.45,40.43,1.28,2.14,0.2,Improve performance,New module,Feature,30.37,4.88,Bob,8.7
SP7608,23,57.04,44.73,78.42,2.33,70.46,4.41,2.68,0.59,Eve,48.68,38.82,36.15,3.89,4.32,165.37,0.63,ISS3782,Task,Low,6.53,4.43,Add feature,9.13,48.73,30.41,1.54,1.68,0.46,Refactor module,Regression fix,UI,2.08,4.86,Alice,8.6
SP2469,25,47.7,32.58,68.3,6.02,17.4,1.63,4.56,0.37,Grace,31.36,63.7,44.05,8.37,3.34,156.22,0.48,ISS5188,Task,Medium,1.01,7.26,Update UI,10.16,54.21,26.57,1.32,3.78,0.58,Security patch,Performance issue,Testing,1.44,8.43,Eve,16.54
SP3675,8,54.52,32.48,59.57,5.91,45.8,3.57,-1.59,0.52,Grace,58.4,41.03,28.99,3.19,2.11,160.68,0.4,ISS5100,Task,High,8.46,5.59,Add feature,15.54,42.8,27.71,0.78,2.05,0.23,Fix bug,Regression fix,Testing,5.46,13.37,Carol,18.18
SP2513,22,74.43,39.18,52.64,0.63,59.3,1.62,0.04,0.44,Henry,53.43,48.38,49.52,6.33,1.15,131.58,0.33,ISS3072,Story,Low,3.22,1.0,Performance fix,7.36,33.52,44.97,0.9,2.59,0.11,Fix bug,Critical bug,DevOps,8.06,1.0,Henry,9.94
SP5876,4,39.91,19.76,49.51,7.29,31.91,3.07,2.24,0.35,Bob,33.59,52.95,29.86,7.04,2.83,126.21,0.54,ISS7651,Story,High,6.08,6.13,Refactor code,16.94,53.73,32.44,3.58,0.49,0.41,Refactor module,Critical bug,Bug,17.79,10.28,Alice,21.99
SP2451,40,29.18,6.19,21.21,10.7,50.82,3.96,3.78,0.34,David,27.62,32.96,44.43,2.36,1.53,151.26,0.35,ISS1097,Story,Low,15.09,10.24,Fix bug,19.61,39.36,42.21,6.78,3.91,0.3,Develop feature,Tech debt,DevOps,5.41,1.16,Eve,15.05
SP5654,3,43.63,31.1,71.28,2.8,58.3,0.8,5.03,0.56,Eve,39.84,40.88,47.16,7.33,3.89,121.35,0.43,ISS7805,Task,Medium,1.0,9.12,Performance fix,10.18,59.17,31.56,1.51,0.46,0.4,Develop feature,User request,Feature,1.0,6.05,David,15.84
SP4007,29,35.08,13.0,37.06,0.97,38.36,5.08,6.76,0.47,Eve,49.32,60.83,41.05,6.62,2.87,150.89,0.48,ISS4464,Task,Low,11.61,6.13,Performance fix,8.73,45.97,28.59,4.05,4.97,0.54,Improve performance,Critical bug,UI,3.87,5.51,Grace,12.44
SP4124,29,55.78,25.53,45.77,6.41,52.86,2.45,3.59,0.47,Carol,39.87,18.31,31.41,3.06,6.03,152.85,0.6,ISS2787,Task,Medium,5.2,7.16,Refactor code,12.18,50.92,39.18,1.58,2.36,0.28,API integration,Performance issue,Backend,16.66,4.43,Alice,27.6
SP2753,34,43.17,8.61,19.94,6.8,31.66,2.27,8.87,0.42,Carol,53.51,82.47,27.95,5.45,1.21,139.06,0.61,ISS8763,Story,High,3.14,14.64,Update UI,18.42,50.58,41.23,0.91,2.8,0.4,Resolve blocker,Critical bug,DevOps,1.4,9.63,Bob,14.16
SP2612,34,59.2,53.74,90.78,3.21,65.08,2.19,0.93,0.6,Eve,26.69,31.43,39.12,0.93,1.87,164.16,0.53,ISS6404,Story,Low,7.44,5.22,Performance fix,14.38,33.76,29.8,1.88,2.44,0.25,Load testing,Performance issue,Backend,1.41,11.18,Alice,17.18
SP4275,28,54.37,12.24,22.51,0.4,58.0,5.6,0.08,0.26,Bob,42.32,62.72,47.09,2.94,3.0,124.01,0.49,ISS1683,Bug,Medium,1.0,7.01,Performance fix,9.44,46.99,43.11,1.08,2.51,0.35,Add unit tests,Regression fix,DevOps,1.0,4.66,Grace,7.4
SP9747,13,39.72,20.36,51.26,5.31,61.08,2.78,6.0,0.45,Eve,50.12,65.46,35.36,5.27,2.25,144.95,0.56,ISS2132,Story,High,6.36,7.04,Refactor code,14.51,52.84,37.34,3.91,0.96,0.22,Load testing,Critical bug,Backend,2.7,7.73,Eve,20.54
SP3049,15,36.16,27.0,74.67,-3.0,48.96,1.4,6.29,0.6,Carol,37.88,57.37,25.46,4.76,4.02,137.49,0.59,ISS6877,Story,Medium,1.94,3.34,Update UI,3.66,40.7,31.16,2.99,0.82,0.24,Load testing,Regression fix,UI,1.0,10.42,Frank,17.51
SP1824,23,29.1,15.25,52.41,4.42,25.01,1.59,8.11,0.43,David,37.43,62.71,51.7,1.56,1.75,137.98,0.41,ISS7198,Story,Low,1.14,8.6,Performance fix,8.34,69.09,35.87,0.72,1.2,0.36,Database migration,Critical bug,Performance,9.3,6.54,Carol,16.03
SP4030,26,65.77,46.55,70.78,-3.0,48.01,1.66,-0.81,0.54,Bob,57.71,86.02,33.94,9.45,5.42,146.26,0.65,ISS4836,Story,Medium,1.0,2.18,Update UI,1.0,40.1,28.66,1.07,1.32,0.25,Improve performance,New module,Refactor,6.12,6.53,Grace,11.64
SP2081,4,57.87,46.75,80.78,2.72,75.89,0.62,-0.03,0.74,Henry,48.5,40.02,32.53,5.74,0.47,107.1,0.31,ISS2041,Story,Low,17.3,2.96,Performance fix,18.07,73.27,28.38,3.48,3.78,0.61,Refactor module,New module,DevOps,7.56,7.81,Alice,12.16
SP6299,26,43.84,19.61,44.73,7.62,65.25,1.48,6.15,0.51,Henry,52.87,50.8,38.43,2.69,6.54,163.34,0.62,ISS6889,Task,Medium,5.07,4.87,Performance fix,8.64,57.54,47.58,1.61,2.82,0.24,Security patch,Critical bug,Refactor,5.02,7.51,Carol,26.41
SP1492,40,59.09,27.82,47.08,10.47,76.18,2.99,7.3,0.5,Henry,59.33,54.33,48.97,5.16,1.85,125.36,0.46,ISS1854,Task,Medium,7.59,3.28,Update UI,7.43,57.01,47.61,5.85,4.45,0.41,Code cleanup,New module,Refactor,7.0,6.3,Henry,16.13
SP5764,9,33.43,8.42,25.19,7.15,50.83,0.51,11.25,0.22,Alice,45.97,50.05,42.44,2.89,2.7,122.42,0.45,ISS6738,Bug,Medium,9.28,6.09,Write tests,18.57,73.5,40.84,0.23,2.23,0.36,Resolve blocker,Tech debt,Security,6.44,7.28,David,14.55
SP8202,5,36.88,14.68,39.8,4.5,39.62,0.27,-0.72,0.61,David,48.04,58.72,39.62,6.51,3.95,110.85,0.54,ISS3026,Bug,Medium,1.61,3.52,Refactor code,3.35,57.88,35.51,3.66,2.83,0.3,Code cleanup,Tech debt,Bug,1.0,6.16,Frank,14.05
SP9266,32,35.38,6.71,18.97,5.44,58.8,3.04,13.95,0.23,Henry,56.53,55.39,48.72,1.47,3.73,119.36,0.49,ISS6365,Bug,High,1.0,7.56,Refactor code,5.77,53.94,33.67,1.75,2.6,0.42,Update UI,Critical bug,Refactor,4.36,8.27,Henry,9.09
SP4360,20,54.15,42.55,78.58,4.69,47.12,1.14,6.57,0.67,Grace,65.73,82.98,40.3,5.7,2.68,167.05,0.57,ISS3550,Story,Low,11.21,5.87,Fix bug,8.84,37.3,38.89,0.98,1.13,0.07,Develop feature,Performance issue,UI,6.74,9.21,Carol,10.3
SP9562,11,40.93,20.45,49.96,0.91,41.63,3.35,8.49,0.46,David,54.46,58.47,38.53,5.28,1.22,140.05,0.48,ISS8089,Task,Medium,2.21,6.33,Write tests,4.09,42.76,33.92,1.93,0.93,0.21,Database migration,Regression fix,Bug,15.69,2.96,David,9.32
SP5682,15,28.19,8.51,30.19,5.27,23.98,0.92,6.56,0.48,Henry,67.56,68.28,46.96,1.82,2.12,109.83,0.29,ISS1239,Bug,Low,1.0,5.05,Fix bug,7.46,37.6,32.29,3.18,2.71,0.23,Add unit tests,User request,Refactor,1.51,3.13,Eve,21.73
SP1328,32,51.37,26.93,52.42,2.95,55.01,2.77,2.44,0.6,Grace,64.72,59.61,39.49,7.19,2.35,180.47,0.7,ISS1489,Bug,High,4.76,8.2,Performance fix,17.08,38.63,24.75,0.86,1.88,0.42,Load testing,Critical bug,Bug,12.43,7.2,Grace,9.48
SP9968,28,58.6,16.51,28.17,6.39,64.06,3.09,2.87,0.43,Bob,25.06,35.24,32.98,5.97,3.24,150.95,0.54,ISS2036,Story,Medium,4.62,1.0,Fix bug,4.47,63.56,36.56,2.18,2.4,0.45,Resolve blocker,Performance issue,Refactor,18.39,6.7,Alice,12.55
SP5674,22,47.96,36.96,77.06,7.43,32.53,1.49,4.66,0.65,Bob,56.0,54.22,47.94,6.82,2.21,142.57,0.38,ISS7132,Story,Low,7.97,3.69,Add feature,11.0,37.57,38.5,3.67,1.66,0.21,Fix bug,New module,Refactor,6.47,10.61,Bob,7.84
SP5316,17,67.1,38.03,56.68,2.67,72.34,4.14,-1.82,0.41,Grace,36.38,44.84,51.45,3.75,1.35,149.58,0.37,ISS5780,Bug,Medium,2.19,7.05,Add feature,8.78,51.01,27.57,1.02,1.45,0.6,API integration,User request,Security,3.99,9.67,David,12.85
SP6803,26,62.04,31.35,50.53,3.78,53.74,2.28,-1.57,0.61,Eve,60.43,36.04,42.53,4.77,1.43,178.48,0.5,ISS8909,Story,Medium,24.97,2.26,Add feature,32.01,60.5,38.19,0.73,5.68,0.47,Code cleanup,Tech debt,Refactor,6.94,8.13,Carol,12.99
SP4325,7,66.78,55.12,82.54,4.73,51.66,0.92,1.05,0.6,Alice,60.76,63.22,45.71,6.13,0.94,140.94,0.33,ISS4269,Bug,Medium,2.02,4.28,Add feature,6.58,53.59,51.67,1.96,8.0,0.42,Fix bug,Performance issue,Bug,5.77,7.22,Carol,17.08
SP9379,26,61.76,47.25,76.51,4.66,31.71,4.77,7.75,0.34,Bob,55.28,46.26,45.05,6.56,2.45,125.69,0.41,ISS7122,Bug,Medium,7.78,8.33,Write tests,14.67,54.81,34.7,3.0,1.78,0.34,Refactor module,Regression fix,Feature,13.78,6.51,Henry,21.53
SP2214,25,53.54,24.89,46.49,10.6,57.91,4.18,2.24,0.3,Bob,26.75,34.35,22.72,9.86,4.62,144.59,0.51,ISS6710,Story,Low,8.43,8.91,Add feature,13.95,28.9,26.67,1.36,1.99,0.24,Security patch,Performance issue,Performance,3.08,2.96,Eve,20.34
SP8556,10,31.34,20.49,65.38,3.17,32.71,2.35,3.47,0.54,David,48.89,32.42,38.35,2.33,0.0,127.24,0.32,ISS2767,Story,High,8.23,4.04,Refactor code,13.05,52.19,36.57,0.67,1.59,0.23,Fix bug,User request,Feature,2.27,2.06,David,26.38
SP9722,19,44.81,21.73,48.49,-1.63,35.68,1.46,3.83,0.23,Henry,60.2,27.26,38.71,4.7,0.74,121.54,0.23,ISS5708,Story,Low,2.63,8.96,Add feature,15.64,54.01,37.38,0.96,1.59,0.26,Resolve blocker,Tech debt,UI,24.72,7.58,David,4.8
SP4136,11,42.31,29.66,70.1,3.38,24.91,1.29,7.86,0.45,Eve,48.76,55.06,37.45,8.08,0.43,149.47,0.41,ISS9353,Task,High,6.91,6.64,Fix bug,15.57,53.05,38.97,0.76,2.44,0.34,Database migration,Performance issue,Security,7.68,2.53,Eve,12.85
SP7618,13,36.67,28.25,77.04,9.73,90.51,2.41,5.67,0.61,Eve,47.79,60.58,50.99,4.42,0.0,156.35,0.27,ISS9847,Task,Medium,1.0,4.06,Add feature,4.2,40.82,32.72,1.49,2.57,0.23,Fix bug,User request,Backend,20.81,8.6,Carol,13.12
SP6265,8,41.38,27.77,67.11,5.22,49.28,0.71,7.02,0.64,Henry,37.61,46.1,36.26,9.32,1.58,92.36,0.28,ISS4006,Bug,High,11.93,6.57,Refactor code,26.65,34.53,34.01,0.32,2.97,0.25,Security patch,Performance issue,DevOps,27.54,12.59,Bob,23.04
SP8089,40,28.03,3.84,13.7,4.32,40.85,3.03,10.67,0.19,Grace,48.57,35.92,41.85,5.4,1.45,155.17,0.44,ISS2256,Story,Low,11.65,11.4,Performance fix,10.58,30.29,26.62,2.54,2.01,0.26,Security patch,Tech debt,Performance,1.0,10.46,Carol,24.43
SP8965,4,63.26,47.4,74.93,0.39,49.37,2.21,-0.65,0.48,Henry,35.53,60.62,28.9,9.7,4.29,133.23,0.63,ISS8077,Bug,High,1.0,9.45,Fix bug,8.23,31.26,38.37,2.17,1.07,0.14,Develop feature,User request,Feature,9.69,3.58,David,22.19
SP9708,31,34.12,26.12,76.55,3.59,42.47,3.16,-3.01,0.6,Carol,51.86,55.93,47.84,6.51,2.03,156.83,0.43,ISS6351,Bug,Medium,6.13,6.18,Update UI,11.12,54.94,26.22,1.13,1.6,0.57,Security patch,User request,DevOps,5.89,8.91,David,21.72
SP7569,28,62.2,31.6,50.8,8.59,47.31,3.31,3.46,0.44,Alice,41.12,44.29,32.35,2.25,2.31,132.02,0.47,ISS1749,Task,Low,1.48,10.25,Add feature,7.94,14.97,46.11,4.04,3.05,0.34,Code cleanup,User request,Performance,2.43,9.05,Bob,19.06
SP2491,11,69.9,42.09,60.21,7.31,55.58,3.89,8.36,0.45,Henry,25.75,37.66,54.74,1.5,2.81,143.31,0.35,ISS1708,Task,High,9.54,8.81,Performance fix,18.33,45.78,34.84,2.47,0.99,0.14,Improve performance,Tech debt,Performance,7.21,5.62,Carol,20.97
SP6213,1,38.51,7.85,20.38,8.34,43.91,5.23,5.85,0.13,Grace,27.6,65.84,54.87,4.65,4.76,145.06,0.44,ISS7416,Story,High,2.49,1.23,Write tests,5.46,37.6,45.49,3.82,3.22,0.41,Code cleanup,New module,Bug,12.79,15.4,Bob,2.0
SP5228,38,41.68,20.23,48.54,0.27,51.86,2.82,4.34,0.49,Carol,44.89,69.0,42.47,4.29,3.63,164.95,0.6,ISS7950,Task,High,3.84,2.94,Add feature,6.94,53.42,38.44,1.1,3.1,0.38,Resolve blocker,Regression fix,UI,4.0,8.43,Carol,18.08
SP8508,24,57.48,19.9,34.62,6.22,84.99,1.29,12.47,0.5,Eve,39.17,51.0,45.96,6.76,2.18,137.55,0.47,ISS9657,Task,High,6.44,2.32,Update UI,11.07,60.27,54.48,0.74,1.67,0.12,Code cleanup,Regression fix,Backend,14.1,3.79,Henry,26.59
SP5409,31,43.45,26.45,60.87,-2.16,22.5,4.25,8.43,0.4,David,54.11,72.28,37.28,4.4,4.99,132.81,0.56,ISS2713,Bug,Medium,1.0,3.26,Performance fix,10.63,46.68,14.82,3.2,1.67,0.52,Add unit tests,Regression fix,UI,5.91,7.13,Alice,2.04
SP1590,26,38.0,13.15,34.61,3.73,32.92,1.49,2.54,0.47,David,46.41,55.27,37.05,4.75,3.34,129.17,0.36,ISS8936,Bug,Low,2.14,2.5,Write tests,3.1,40.54,17.48,2.76,2.28,0.55,Update UI,User request,Bug,13.15,5.78,Grace,10.68
SP8379,5,56.61,19.28,34.06,4.94,57.4,0.62,8.04,0.52,Alice,63.09,88.05,26.7,4.47,1.3,120.26,0.43,ISS9308,Story,High,16.41,4.96,Update UI,28.13,36.77,45.02,1.14,1.17,0.04,Database migration,User request,UI,8.35,7.64,Frank,20.88
SP4056,20,38.89,23.76,61.1,7.53,70.53,2.59,-1.83,0.54,Grace,67.03,68.85,24.68,2.87,4.48,183.26,0.77,ISS1195,Story,Medium,3.27,7.11,Write tests,3.46,37.45,27.26,3.89,2.52,0.19,Security patch,New module,Performance,5.02,7.54,David,21.43
SP3206,11,82.07,53.74,65.48,6.8,94.88,2.6,5.15,0.54,Grace,54.85,39.15,30.07,3.56,3.1,136.17,0.49,ISS5714,Task,Low,7.41,4.71,Fix bug,4.8,47.35,39.37,1.05,1.07,0.2,Security patch,Regression fix,Security,3.21,3.87,Frank,20.44
SP3708,33,58.43,47.02,80.47,7.79,56.22,3.43,3.36,0.63,Frank,53.11,58.57,52.11,5.23,3.08,145.24,0.4,ISS2274,Task,Medium,3.83,4.77,Refactor code,7.73,40.96,37.61,1.08,2.45,0.21,Database migration,New module,Backend,8.57,6.58,Alice,8.88
SP6981,38,60.04,23.01,38.32,8.21,31.71,2.77,5.58,0.26,Grace,30.18,30.47,36.68,7.94,0.7,155.85,0.48,ISS4709,Task,Medium,5.61,7.24,Update UI,9.39,39.97,41.2,1.54,3.17,0.31,Refactor module,Tech debt,Testing,5.9,8.46,Eve,15.72
SP6722,27,48.65,28.24,58.05,3.78,72.58,5.1,7.45,0.5,Eve,43.63,72.15,50.21,8.77,1.69,152.17,0.54,ISS1338,Story,Low,10.47,7.62,Fix bug,13.35,64.39,31.43,1.74,2.01,0.57,Resolve blocker,Regression fix,Security,6.64,5.53,Alice,21.55
SP1747,34,77.94,47.91,61.47,0.01,51.87,4.38,9.25,0.31,Grace,42.5,72.61,40.0,5.3,5.76,153.16,0.64,ISS7761,Task,Low,2.2,5.62,Update UI,3.96,41.29,33.43,1.71,4.09,0.44,Fix bug,New module,DevOps,6.82,8.27,Carol,28.88
SP9992,15,38.86,25.79,66.37,5.69,51.29,2.38,4.57,0.55,David,47.65,88.86,40.03,4.15,3.88,107.41,0.58,ISS4511,Story,Low,4.09,6.6,Refactor code,1.1,36.8,36.82,1.07,2.48,0.21,Refactor module,Regression fix,DevOps,13.53,4.32,Henry,14.17
SP7553,32,61.41,23.17,37.73,6.54,20.86,2.47,4.52,0.23,Bob,44.74,62.99,37.49,6.43,1.54,146.55,0.57,ISS5275,Task,High,3.59,1.0,Update UI,8.52,39.35,38.66,0.99,7.26,0.5,Code cleanup,Critical bug,Feature,4.42,6.32,Eve,18.47
SP2497,21,29.93,17.18,57.4,2.37,67.53,1.98,-2.3,0.55,Frank,45.92,78.74,43.48,6.91,0.15,136.57,0.44,ISS2656,Bug,High,9.13,7.49,Refactor code,23.26,67.36,34.86,1.36,1.59,0.49,Improve performance,Regression fix,Backend,3.69,4.99,David,13.85
SP2379,5,84.4,52.15,61.79,4.22,36.18,0.54,-2.87,0.29,Alice,46.03,63.93,40.04,4.27,3.69,119.25,0.5,ISS7762,Task,High,3.3,6.99,Refactor code,10.1,38.35,24.01,0.71,1.85,0.31,Improve performance,Tech debt,Security,1.65,7.05,Henry,16.49
SP9871,6,62.3,48.43,77.74,6.06,58.5,2.57,-5.0,0.75,Henry,47.3,85.22,38.37,4.72,2.35,115.16,0.56,ISS9834,Task,Medium,12.76,10.55,Fix bug,19.18,36.26,34.73,0.95,2.85,0.15,Develop feature,Regression fix,Performance,11.01,9.28,Bob,17.9
SP8360,38,35.9,14.06,39.16,8.6,51.01,4.91,6.52,0.48,Bob,58.36,57.47,46.12,8.62,3.42,151.86,0.58,ISS6273,Bug,Low,3.82,7.31,Performance fix,7.86,19.08,36.32,3.12,3.2,0.45,Load testing,Performance issue,Performance,1.09,9.65,Carol,17.91
SP4770,22,57.89,45.13,77.96,-0.21,52.99,3.73,8.34,0.51,Eve,53.07,52.64,40.2,6.41,3.77,149.95,0.44,ISS9810,Story,Medium,2.3,7.92,Update UI,11.17,52.75,52.51,0.66,7.2,0.3,Load testing,New module,Backend,2.42,6.28,Grace,15.52
SP4342,18,65.94,30.19,45.78,7.69,50.78,2.09,-5.0,0.36,Eve,39.07,35.28,34.51,2.14,5.07,130.74,0.49,ISS2169,Task,Low,1.81,1.0,Performance fix,1.0,60.02,27.99,2.42,2.01,0.45,Fix bug,User request,Security,1.0,5.91,Grace,13.48
